district,state,point_id,latitude,longitude,elevation_m,slope_degrees,aspect_degrees,slope_direction,terrain_type,flood_risk_elevation,landslide_risk,land_cover,soil_type,drainage_density
Jalna,Maharashtra,JAL_014,19.6234,75.9797,483.1,6.0,186.1,South,Hillside,Moderate,Low,Forest,Sandy,3.75
Jalna,Maharashtra,JAL_015,19.5982,75.5828,423.0,8.9,342.3,North,Hillside,Moderate,Low,Forest,Sandy,3.44
Jalna,Maharashtra,JAL_016,19.8599,75.8809,388.9,7.7,153.8,South,Hillside,High,Low,Forest,Alluvial,3.9
Jalna,Maharashtra,JAL_017,19.777,75.9298,559.1,6.8,269.8,West,Hillside,Moderate,Low,Agricultural,Alluvial,3.84
Jalna,Maharashtra,JAL_018,20.1247,75.6914,496.2,8.5,78.3,East,Hillside,Moderate,Low,Agricultural,Black Cotton,4.03
Jalna,Maharashtra,JAL_019,19.6772,75.8747,401.6,3.6,340.4,North,Hillside,Moderate,Low,Barren,Sandy,1.99
Jalna,Maharashtra,JAL_020,19.6611,75.6528,516.3,7.2,140.1,South,Hillside,Moderate,Low,Agricultural,Black Cotton,4.17
Jalna,Maharashtra,JAL_021,20.0173,75.9105,622.2,9.0,210.5,South,Peak,Moderate,Low,Barren,Black Cotton,2.35
Jalna,Maharashtra,JAL_022,19.7627,75.6754,159.8,5.2,344.7,North,Valley,High,Low,Agricultural,Sandy,1.27
Jalna,Maharashtra,JAL_023,19.8796,75.993,260.3,5.0,332.3,North,Valley,High,Low,Forest,Rocky,4.23
Jalna,Maharashtra,JAL_024,19.658,75.6313,486.8,1.6,356.2,North,Hillside,Moderate,Low,Agricultural,Alluvial,2.14
Jalna,Maharashtra,JAL_025,20.1276,75.7784,677.3,9.3,112.5,East,Peak,Moderate,Low,Agricultural,Red Laterite,1.42
Jalna,Maharashtra,JAL_026,19.6656,76.173,399.2,6.7,293.1,West,Hillside,High,Low,Urban,Rocky,4.42
Jalna,Maharashtra,JAL_027,19.688,75.5841,619.3,10.0,261.9,West,Peak,Moderate,Moderate,Forest,Red Laterite,4.14
Jalna,Maharashtra,JAL_028,20.0933,75.6568,390.7,5.4,176.9,South,Hillside,High,Low,Agricultural,Black Cotton,3.23
Jalna,Maharashtra,JAL_029,19.7179,75.8132,590.5,5.0,81.3,East,Peak,Moderate,Low,Urban,Rocky,3.2
Jalna,Maharashtra,JAL_030,19.8293,75.6015,405.9,7.1,311.6,West,Hillside,Moderate,Low,Barren,Alluvial,1.33
Kolhapur,Maharashtra,KOL_001,16.7352,74.4225,977.7,6.6,298.4,West,Hillside,Low,Low,Barren,Alluvial,4.5
Kolhapur,Maharashtra,KOL_002,16.4669,74.1167,1021.4,8.7,200.7,South,Peak,Low,Low,Agricultural,Alluvial,3.25
Kolhapur,Maharashtra,KOL_003,16.5728,74.535,808.9,15.9,7.7,North,Hillside,Moderate,Moderate,Barren,Alluvial,3.14
Kolhapur,Maharashtra,KOL_004,16.7985,74.2576,1016.5,19.8,251.9,West,Peak,Low,Moderate,Forest,Alluvial,2.48
Kolhapur,Maharashtra,KOL_005,16.8942,74.5153,691.4,13.4,298.7,West,Hillside,Moderate,Moderate,Forest,Red Laterite,1.27
Kolhapur,Maharashtra,KOL_006,16.8348,74.1744,229.1,16.9,38.7,North,Valley,High,Moderate,Agricultural,Alluvial,2.96
Kolhapur,Maharashtra,KOL_007,16.7649,74.0026,1040.9,15.2,211.5,South,Peak,Low,Moderate,Forest,Red Laterite,2.78
Kolhapur,Maharashtra,KOL_008,16.8311,74.5075,834.0,1.7,123.0,East,Hillside,Moderate,Low,Water Body,Black Cotton,1.06
Kolhapur,Maharashtra,KOL_009,16.6874,74.2885,788.3,21.8,347.5,North,Hillside,Moderate,High,Barren,Red Laterite,1.74
Kolhapur,Maharashtra,KOL_010,16.4919,74.1699,677.3,16.6,25.5,North,Hillside,Moderate,Moderate,Forest,Alluvial,1.33
Kolhapur,Maharashtra,KOL_011,16.4092,74.1109,772.1,17.8,219.5,South,Hillside,Moderate,Moderate,Urban,Alluvial,2.27
Kolhapur,Maharashtra,KOL_012,16.8627,74.0754,811.3,8.4,5.5,North,Hillside,Moderate,Low,Agricultural,Black Cotton,2.75
Kolhapur,Maharashtra,KOL_013,16.5726,74.3824,914.1,4.2,128.5,East,Hillside,Low,Low,Barren,Alluvial,1.93
Kolhapur,Maharashtra,KOL_014,16.4601,74.2509,347.4,13.9,182.0,South,Valley,High,Moderate,Urban,Alluvial,1.63
Kolhapur,Maharashtra,KOL_015,16.5884,74.344,1023.1,6.2,79.5,East,Peak,Low,Low,Urban,Red Laterite,1.47
Kolhapur,Maharashtra,KOL_016,16.4831,74.5277,1413.9,18.7,67.8,East,Peak,Low,Moderate,Agricultural,Red Laterite,1.68
Kolhapur,Maharashtra,KOL_017,16.4438,74.281,924.3,15.9,199.6,South,Hillside,Low,Moderate,Agricultural,Alluvial,2.18
Kolhapur,Maharashtra,KOL_018,16.6224,74.2084,423.3,16.4,112.4,East,Valley,Moderate,Moderate,Agricultural,Black Cotton,1.4
Kolhapur,Maharashtra,KOL_019,16.9579,74.3569,875.2,1.7,287.7,West,Hillside,Moderate,Low,Barren,Alluvial,1.85
Kolhapur,Maharashtra,KOL_020,16.4262,74.0633,831.1,9.8,14.1,North,Hillside,Moderate,Low,Forest,Rocky,3.92
Kolhapur,Maharashtra,KOL_021,16.6727,74.2225,823.7,4.4,168.2,South,Hillside,Moderate,Low,Water Body,Black Cotton,0.87
Kolhapur,Maharashtra,KOL_022,16.5183,74.012,920.7,13.7,116.2,East,Hillside,Low,Moderate,Forest,Black Cotton,4.39
Kolhapur,Maharashtra,KOL_023,16.7733,74.226,863.2,13.7,144.4,South,Hillside,Moderate,Moderate,Agricultural,Sandy,1.67
Kolhapur,Maharashtra,KOL_024,16.4584,74.2095,705.8,11.3,13.7,North,Hillside,Moderate,Moderate,Barren,Black Cotton,3.68
Kolhapur,Maharashtra,KOL_025,16.8829,74.2591,1086.8,6.8,321.4,North,Peak,Low,Low,Agricultural,Alluvial,4.15
Kolhapur,Maharashtra,KOL_026,16.6185,74.2761,368.6,12.8,159.4,South,Valley,High,Moderate,Agricultural,Sandy,2.61
Kolhapur,Maharashtra,KOL_027,16.7846,74.3267,803.1,16.4,314.0,West,Hillside,Moderate,Moderate,Agricultural,Sandy,3.77
Kolhapur,Maharashtra,KOL_028,16.4537,74.5048,800.6,17.4,98.3,East,Hillside,Moderate,Moderate,Forest,Black Cotton,0.71
Kolhapur,Maharashtra,KOL_029,16.6108,74.1633,1136.2,8.8,68.5,East,Peak,Low,Low,Water Body,Black Cotton,2.8
Kolhapur,Maharashtra,KOL_030,16.9961,73.9563,1186.5,12.6,199.2,South,Peak,Low,Moderate,Agricultural,Black Cotton,4.4
Latur,Maharashtra,LAT_001,18.47,76.8113,664.0,3.0,191.1,South,Hillside,Moderate,Low,Urban,Red Laterite,3.7
Latur,Maharashtra,LAT_002,18.1615,76.4299,506.7,1.8,264.2,West,Hillside,Moderate,Low,Forest,Red Laterite,4.19
Latur,Maharashtra,LAT_003,18.3348,76.8091,648.4,7.4,292.9,West,Hillside,Moderate,Low,Urban,Alluvial,3.65
Latur,Maharashtra,LAT_004,18.2287,76.6691,386.9,6.9,149.4,South,Valley,High,Low,Forest,Rocky,4.06
Latur,Maharashtra,LAT_005,18.478,76.632,634.6,3.7,86.0,East,Hillside,Moderate,Low,Agricultural,Rocky,3.65
Latur,Maharashtra,LAT_006,18.1417,76.4037,995.6,3.4,10.4,North,Peak,Low,Low,Forest,Red Laterite,3.46
Latur,Maharashtra,LAT_007,18.3523,76.406,1054.9,2.2,307.8,West,Peak,Low,Low,Barren,Sandy,2.13
Latur,Maharashtra,LAT_008,18.6115,76.6915,701.1,9.2,285.1,West,Hillside,Moderate,Low,Urban,Red Laterite,1.77
Latur,Maharashtra,LAT_009,18.5474,76.3633,512.0,7.8,189.7,South,Hillside,Moderate,Low,Urban,Alluvial,2.21
Latur,Maharashtra,LAT_010,18.6368,76.8298,581.8,2.3,80.9,East,Hillside,Moderate,Low,Agricultural,Black Cotton,2.31
Latur,Maharashtra,LAT_011,18.5312,76.5931,717.6,4.7,10.2,North,Hillside,Moderate,Low,Forest,Red Laterite,1.22
Latur,Maharashtra,LAT_012,18.2596,76.3032,740.4,5.5,256.6,West,Hillside,Moderate,Low,Agricultural,Black Cotton,2.52
Latur,Maharashtra,LAT_013,18.261,76.7476,392.0,1.4,189.4,South,Hillside,High,Low,Forest,Red Laterite,1.09
Latur,Maharashtra,LAT_014,18.6812,76.8549,415.1,4.5,223.4,South,Hillside,Moderate,Low,Urban,Rocky,3.08
Latur,Maharashtra,LAT_015,18.2161,76.4225,481.8,5.6,27.5,North,Hillside,Moderate,Low,Agricultural,Alluvial,2.63
Latur,Maharashtra,LAT_016,18.2792,76.4886,498.6,4.2,110.9,East,Hillside,Moderate,Low,Urban,Rocky,3.62
Latur,Maharashtra,LAT_017,18.2113,76.3683,758.0,0.0,339.5,North,Hillside,Moderate,Low,Forest,Alluvial,4.28
Latur,Maharashtra,LAT_018,18.4889,76.7983,155.0,5.9,5.3,North,Valley,High,Low,Agricultural,Black Cotton,2.45
Latur,Maharashtra,LAT_019,18.5518,76.5594,860.0,4.0,109.4,East,Peak,Moderate,Low,Forest,Rocky,3.84
Latur,Maharashtra,LAT_020,18.422,76.336,849.3,4.5,149.1,South,Peak,Moderate,Low,Agricultural,Alluvial,2.27
Latur,Maharashtra,LAT_021,18.392,76.7191,524.1,5.5,283.5,West,Hillside,Moderate,Low,Urban,Alluvial,3.51
Latur,Maharashtra,LAT_022,18.6417,76.3388,675.9,1.9,329.6,North,Hillside,Moderate,Low,Urban,Red Laterite,2.57
Latur,Maharashtra,LAT_023,18.1603,76.841,1038.8,10.1,266.3,West,Peak,Low,Moderate,Agricultural,Black Cotton,3.99
Latur,Maharashtra,LAT_024,18.6155,76.8088,521.3,6.9,168.7,South,Hillside,Moderate,Low,Urban,Black Cotton,1.47
Latur,Maharashtra,LAT_025,18.2874,76.3663,622.9,9.8,354.2,North,Hillside,Moderate,Low,Agricultural,Alluvial,0.72
Latur,Maharashtra,LAT_026,18.3495,76.4821,648.3,7.6,20.8,North,Hillside,Moderate,Low,Forest,Sandy,2.06
Latur,Maharashtra,LAT_027,18.2856,76.7636,703.2,6.8,274.4,West,Hillside,Moderate,Low,Agricultural,Black Cotton,3.0
Latur,Maharashtra,LAT_028,18.5898,76.2616,470.4,4.2,61.9,East,Hillside,Moderate,Low,Urban,Red Laterite,4.0
Latur,Maharashtra,LAT_029,18.5798,76.3393,726.4,8.4,346.9,North,Hillside,Moderate,Low,Barren,Sandy,4.26
Latur,Maharashtra,LAT_030,18.1267,76.5894,756.4,9.2,105.5,East,Hillside,Moderate,Low,Agricultural,Sandy,3.68
Mumbai City,Maharashtra,MUM_001,19.0052,72.7391,14.9,0.6,49.7,East,Peak,Very High,Low,Urban,Red Laterite,2.81
Mumbai City,Maharashtra,MUM_002,18.9743,73.0543,5.5,1.0,314.4,West,Valley,Very High,Low,Barren,Black Cotton,1.16
Mumbai City,Maharashtra,MUM_003,19.1469,72.8843,8.3,2.5,190.2,South,Hillside,Very High,Low,Forest,Red Laterite,2.75
Mumbai City,Maharashtra,MUM_004,19.2259,72.8024,16.6,2.0,117.4,East,Peak,Very High,Low,Urban,Alluvial,2.69
Mumbai City,Maharashtra,MUM_005,18.7886,73.1273,9.0,0.6,275.6,West,Hillside,Very High,Low,Agricultural,Sandy,1.65
Mumbai City,Maharashtra,MUM_006,19.1453,72.9099,12.3,3.1,238.0,West,Hillside,Very High,Low,Agricultural,Red Laterite,3.94
Mumbai City,Maharashtra,MUM_007,19.045,72.7643,14.5,2.7,343.7,North,Peak,Very High,Low,Barren,Alluvial,1.21
Mumbai City,Maharashtra,MUM_008,19.124,72.7711,9.7,1.7,33.9,North,Hillside,Very High,Low,Barren,Rocky,1.42
Mumbai City,Maharashtra,MUM_009,18.8,72.5439,11.3,1.9,217.1,South,Hillside,Very High,Low,Barren,Red Laterite,1.15
Mumbai City,Maharashtra,MUM_010,19.0143,73.0853,13.8,2.3,151.3,South,Peak,Very High,Low,Urban,Red Laterite,2.74
Mumbai City,Maharashtra,MUM_011,18.8408,72.5858,13.0,1.9,205.6,South,Hillside,Very High,Low,Forest,Red Laterite,4.5
Mumbai City,Maharashtra,MUM_012,18.832,73.0378,8.1,1.9,210.6,South,Hillside,Very High,Low,Forest,Rocky,3.75
Mumbai City,Maharashtra,MUM_013,19.0834,72.5361,14.9,2.7,191.2,South,Peak,Very High,Low,Agricultural,Sandy,2.46
Mumbai City,Maharashtra,MUM_014,19.1685,73.1113,16.4,3.0,190.0,South,Peak,Very High,Low,Agricultural,Black Cotton,2.26
Mumbai City,Maharashtra,MUM_015,19.1019,72.6831,7.2,2.6,188.6,South,Hillside,Very High,Low,Agricultural,Alluvial,1.23
Mumbai City,Maharashtra,MUM_016,19.0973,72.6944,14.4,1.9,82.4,East,Peak,Very High,Low,Urban,Black Cotton,3.18
Mumbai City,Maharashtra,MUM_017,19.0943,73.0336,6.6,2.4,306.4,West,Valley,Very High,Low,Forest,Black Cotton,3.78
Mumbai City,Maharashtra,MUM_018,18.686,73.0864,8.7,2.1,188.9,South,Hillside,Very High,Low,Agricultural,Rocky,3.68
Mumbai City,Maharashtra,MUM_019,19.0318,73.113,13.6,2.7,11.2,North,Peak,Very High,Low,Agricultural,Sandy,4.32
Mumbai City,Maharashtra,MUM_020,19.1498,72.7071,9.6,0.5,145.2,South,Hillside,Very High,Low,Forest,Red Laterite,3.48
Mumbai City,Maharashtra,MUM_021,18.9556,72.8816,12.5,2.2,9.8,North,Hillside,Very High,Low,Forest,Alluvial,2.8
Mumbai City,Maharashtra,MUM_022,19.0262,72.6467,9.6,2.0,276.7,West,Hillside,Very High,Low,Urban,Black Cotton,1.26
Mumbai City,Maharashtra,MUM_023,19.0439,72.9411,8.6,3.5,126.7,East,Hillside,Very High,Low,Urban,Red Laterite,3.97
Mumbai City,Maharashtra,MUM_024,18.9608,72.9655,9.8,0.6,40.8,North,Hillside,Very High,Low,Agricultural,Sandy,2.72
Mumbai City,Maharashtra,MUM_025,19.2284,72.8105,13.3,1.2,337.7,North,Peak,Very High,Low,Forest,Alluvial,2.45
Mumbai City,Maharashtra,MUM_026,18.7374,72.8545,15.7,1.6,158.4,South,Peak,Very High,Low,Barren,Alluvial,0.85
Mumbai City,Maharashtra,MUM_027,18.8756,72.5556,6.1,2.0,155.3,South,Valley,Very High,Low,Forest,Alluvial,4.29
Mumbai City,Maharashtra,MUM_028,18.8009,73.0537,5.3,1.6,243.8,West,Valley,Very High,Low,Barren,Red Laterite,3.12
Mumbai City,Maharashtra,MUM_029,19.1281,72.7305,12.5,2.6,340.9,North,Hillside,Very High,Low,Barren,Black Cotton,0.87
Mumbai City,Maharashtra,MUM_030,18.91,73.0165,13.4,1.3,133.8,East,Peak,Very High,Low,Forest,Sandy,1.34
Mumbai Suburban,Maharashtra,MUM_001,19.0913,72.9805,12.7,4.5,168.2,South,Hillside,Very High,Low,Agricultural,Rocky,2.53
Mumbai Suburban,Maharashtra,MUM_002,19.2031,73.1006,13.4,0.4,138.0,South,Hillside,Very High,Low,Agricultural,Alluvial,3.58
Mumbai Suburban,Maharashtra,MUM_003,19.0193,72.8283,13.5,4.4,134.5,East,Hillside,Very High,Low,Agricultural,Rocky,4.38
Mumbai Suburban,Maharashtra,MUM_004,19.0295,72.8255,10.7,4.4,21.0,North,Hillside,Very High,Low,Urban,Black Cotton,3.7
Mumbai Suburban,Maharashtra,MUM_005,19.3698,72.7233,13.9,4.0,327.1,North,Hillside,Very High,Low,Forest,Red Laterite,2.96
Mumbai Suburban,Maharashtra,MUM_006,19.2153,72.666,10.2,5.0,270.8,West,Hillside,Very High,Low,Barren,Alluvial,2.44
Mumbai Suburban,Maharashtra,MUM_007,19.3422,72.9953,17.5,4.3,12.1,North,Peak,Very High,Low,Forest,Alluvial,2.41
Mumbai Suburban,Maharashtra,MUM_008,19.3195,72.9332,11.2,2.7,347.4,North,Hillside,Very High,Low,Forest,Red Laterite,1.24
Mumbai Suburban,Maharashtra,MUM_009,19.3614,73.1474,19.3,3.9,22.0,North,Peak,Very High,Low,Forest,Alluvial,1.69
Mumbai Suburban,Maharashtra,MUM_010,19.0023,73.095,17.9,3.7,159.2,South,Peak,Very High,Low,Agricultural,Sandy,0.9
Mumbai Suburban,Maharashtra,MUM_011,18.9193,72.7618,12.2,4.4,67.1,East,Hillside,Very High,Low,Barren,Alluvial,3.89
Mumbai Suburban,Maharashtra,MUM_012,19.2075,72.6529,12.2,1.7,340.4,North,Hillside,Very High,Low,Agricultural,Sandy,4.38
Mumbai Suburban,Maharashtra,MUM_013,19.3634,72.8053,18.4,2.9,60.7,East,Peak,Very High,Low,Barren,Black Cotton,1.99
Mumbai Suburban,Maharashtra,MUM_014,19.0519,72.604,17.1,3.1,312.1,West,Peak,Very High,Low,Agricultural,Black Cotton,1.36
Mumbai Suburban,Maharashtra,MUM_015,19.1542,72.9309,18.4,3.1,208.2,South,Peak,Very High,Low,Water Body,Red Laterite,1.47
Mumbai Suburban,Maharashtra,MUM_016,18.836,72.6105,14.6,1.6,80.8,East,Hillside,Very High,Low,Water Body,Red Laterite,4.04
Mumbai Suburban,Maharashtra,MUM_017,19.1587,72.6376,17.8,4.4,197.1,South,Peak,Very High,Low,Forest,Red Laterite,1.27
Mumbai Suburban,Maharashtra,MUM_018,19.1268,73.0203,13.6,3.0,311.9,West,Hillside,Very High,Low,Agricultural,Rocky,1.98
Mumbai Suburban,Maharashtra,MUM_019,19.2754,72.6681,14.3,4.1,340.3,North,Hillside,Very High,Low,Agricultural,Sandy,0.74
Mumbai Suburban,Maharashtra,MUM_020,19.1435,72.9424,7.7,3.5,143.7,South,Valley,Very High,Low,Agricultural,Sandy,3.69
Mumbai Suburban,Maharashtra,MUM_021,18.9222,73.09,12.5,0.9,273.1,West,Hillside,Very High,Low,Urban,Alluvial,3.15
Mumbai Suburban,Maharashtra,MUM_022,19.3251,72.9721,14.2,3.5,125.9,East,Hillside,Very High,Low,Agricultural,Alluvial,2.87
Mumbai Suburban,Maharashtra,MUM_023,18.8767,72.7982,12.4,3.9,205.9,South,Hillside,Very High,Low,Forest,Sandy,4.25
Mumbai Suburban,Maharashtra,MUM_024,18.8536,72.733,6.3,4.0,210.2,South,Valley,Very High,Low,Agricultural,Sandy,1.43
Mumbai Suburban,Maharashtra,MUM_025,19.1287,72.893,10.4,3.7,337.5,North,Hillside,Very High,Low,Urban,Alluvial,2.87
Mumbai Suburban,Maharashtra,MUM_026,18.9164,72.8209,13.8,2.5,232.6,West,Hillside,Very High,Low,Agricultural,Alluvial,4.26
Mumbai Suburban,Maharashtra,MUM_027,19.2202,72.9588,15.9,3.0,351.0,North,Hillside,Very High,Low,Forest,Black Cotton,4.08
Mumbai Suburban,Maharashtra,MUM_028,19.0752,73.1153,18.4,2.5,203.5,South,Peak,Very High,Low,Forest,Black Cotton,3.79
Mumbai Suburban,Maharashtra,MUM_029,19.0453,72.7757,19.9,2.0,151.9,South,Peak,Very High,Low,Agricultural,Rocky,0.9
Mumbai Suburban,Maharashtra,MUM_030,19.0352,73.1743,15.6,1.8,33.0,North,Hillside,Very High,Low,Water Body,Black Cotton,4.1
Nagpur,Maharashtra,NAG_001,20.9732,79.1068,470.3,2.8,254.8,West,Peak,Moderate,Low,Agricultural,Alluvial,2.86
Nagpur,Maharashtra,NAG_002,21.052,79.3031,253.3,2.9,25.1,North,Hillside,High,Low,Forest,Alluvial,3.6
Nagpur,Maharashtra,NAG_003,21.1716,78.8609,177.7,1.7,204.7,South,Valley,High,Low,Agricultural,Alluvial,3.41
Nagpur,Maharashtra,NAG_004,21.2829,79.0614,453.3,5.1,271.2,West,Peak,Moderate,Low,Water Body,Rocky,2.35
Nagpur,Maharashtra,NAG_005,21.0928,79.1269,237.9,2.4,210.4,South,Hillside,High,Low,Urban,Red Laterite,0.59
Nagpur,Maharashtra,NAG_006,21.1612,78.9553,397.0,3.3,270.1,West,Peak,High,Low,Forest,Alluvial,0.64
Nagpur,Maharashtra,NAG_007,21.3326,79.0587,244.1,3.7,324.2,North,Hillside,High,Low,Agricultural,Sandy,3.41
Nagpur,Maharashtra,NAG_008,20.8771,79.0891,432.6,3.5,5.1,North,Peak,Moderate,Low,Forest,Red Laterite,0.77
Nagpur,Maharashtra,NAG_009,20.9926,79.0657,379.8,5.6,212.5,South,Peak,High,Low,Forest,Sandy,3.84
Nagpur,Maharashtra,NAG_010,21.4031,79.0175,73.2,6.5,259.7,West,Valley,Very High,Low,Forest,Alluvial,2.5
Nagpur,Maharashtra,NAG_011,21.3701,79.3619,349.3,7.5,157.6,South,Hillside,High,Low,Forest,Rocky,2.22
Nagpur,Maharashtra,NAG_012,21.3387,79.0697,372.4,7.9,144.8,South,Peak,High,Low,Barren,Red Laterite,1.45
Nagpur,Maharashtra,NAG_013,21.2644,79.3316,395.4,5.9,211.1,South,Peak,High,Low,Forest,Black Cotton,2.75
Nagpur,Maharashtra,NAG_014,21.0618,79.1521,391.2,2.5,10.8,North,Peak,High,Low,Agricultural,Red Laterite,1.84
Nagpur,Maharashtra,NAG_015,21.1258,79.0026,287.0,4.9,16.0,North,Hillside,High,Low,Agricultural,Black Cotton,1.6
Nagpur,Maharashtra,NAG_016,21.0703,79.3098,240.3,5.7,141.4,South,Hillside,High,Low,Forest,Rocky,3.1
Nagpur,Maharashtra,NAG_017,21.0844,79.2548,428.3,4.4,101.0,East,Peak,Moderate,Low,Barren,Rocky,4.1
Nagpur,Maharashtra,NAG_018,21.2545,79.334,547.0,4.6,356.1,North,Peak,Moderate,Low,Forest,Black Cotton,1.96
Nagpur,Maharashtra,NAG_019,20.9952,78.8632,265.7,5.6,297.9,West,Hillside,High,Low,Forest,Rocky,4.21
Nagpur,Maharashtra,NAG_020,20.9984,79.1049,113.2,5.6,100.9,East,Valley,High,Low,Agricultural,Red Laterite,0.72
Nagpur,Maharashtra,NAG_021,21.3338,79.121,234.2,7.9,213.5,South,Hillside,High,Low,Agricultural,Sandy,0.72
Nagpur,Maharashtra,NAG_022,20.96,79.342,341.0,4.9,90.4,East,Hillside,High,Low,Urban,Sandy,2.93
Nagpur,Maharashtra,NAG_023,20.984,79.0947,440.4,4.2,72.9,East,Peak,Moderate,Low,Forest,Alluvial,3.28
Nagpur,Maharashtra,NAG_024,21.1877,79.1822,407.6,8.2,187.7,South,Peak,Moderate,Low,Forest,Rocky,1.73
Nagpur,Maharashtra,NAG_025,21.3151,78.9993,188.1,3.3,80.3,East,Hillside,High,Low,Barren,Red Laterite,2.9
Nagpur,Maharashtra,NAG_026,21.0734,79.178,481.8,4.3,133.0,East,Peak,Moderate,Low,Forest,Red Laterite,2.54
Nagpur,Maharashtra,NAG_027,20.9972,79.285,302.6,2.3,139.5,South,Hillside,High,Low,Agricultural,Black Cotton,4.47
Nagpur,Maharashtra,NAG_028,21.2759,79.2257,247.6,5.7,0.5,North,Hillside,High,Low,Agricultural,Alluvial,3.78
Nagpur,Maharashtra,NAG_029,21.3109,79.0328,289.7,5.0,345.3,North,Hillside,High,Low,Forest,Sandy,2.18
Nagpur,Maharashtra,NAG_030,21.425,79.0669,459.4,2.7,109.8,East,Peak,Moderate,Low,Urban,Sandy,3.63
Nanded,Maharashtra,NAN_001,18.8539,77.4478,352.1,7.0,69.3,East,Hillside,High,Low,Agricultural,Black Cotton,1.68
Nanded,Maharashtra,NAN_002,18.8696,77.0618,281.6,7.1,135.3,South,Hillside,High,Low,Forest,Rocky,2.69
Nanded,Maharashtra,NAN_003,19.0834,77.4637,421.5,5.9,200.1,South,Hillside,Moderate,Low,Agricultural,Rocky,3.53
Nanded,Maharashtra,NAN_004,19.3017,77.3025,444.7,5.8,315.6,North,Peak,Moderate,Low,Agricultural,Sandy,0.86
Nanded,Maharashtra,NAN_005,19.0024,77.4796,272.7,5.3,114.5,East,Hillside,High,Low,Forest,Black Cotton,3.43
Nanded,Maharashtra,NAN_006,18.9845,77.299,421.9,5.4,33.9,North,Hillside,Moderate,Low,Forest,Black Cotton,4.47
Nanded,Maharashtra,NAN_007,19.1165,77.4324,321.0,2.7,73.9,East,Hillside,High,Low,Water Body,Black Cotton,3.63
Nanded,Maharashtra,NAN_008,18.892,77.1054,524.6,3.9,142.0,South,Peak,Moderate,Low,Agricultural,Rocky,3.98
Nanded,Maharashtra,NAN_009,19.1499,77.1569,453.4,8.3,311.0,West,Peak,Moderate,Low,Urban,Black Cotton,3.3
Nanded,Maharashtra,NAN_010,19.411,77.3287,463.5,5.4,313.5,West,Peak,Moderate,Low,Agricultural,Alluvial,1.87
Nanded,Maharashtra,NAN_011,18.9675,77.5939,512.0,7.7,301.6,West,Peak,Moderate,Low,Forest,Black Cotton,2.15
Nanded,Maharashtra,NAN_012,19.07,77.6034,373.1,7.1,28.0,North,Hillside,High,Low,Forest,Black Cotton,1.95
Nanded,Maharashtra,NAN_013,18.9837,77.3469,569.7,4.2,61.0,East,Peak,Moderate,Low,Forest,Rocky,2.71
Nanded,Maharashtra,NAN_014,18.9568,77.1236,362.2,3.5,62.4,East,Hillside,High,Low,Water Body,Alluvial,1.19
Nanded,Maharashtra,NAN_015,18.9809,77.3819,281.0,7.6,259.4,West,Hillside,High,Low,Forest,Rocky,3.49
Nanded,Maharashtra,NAN_016,19.4074,77.5569,408.5,5.4,80.6,East,Hillside,Moderate,Low,Forest,Black Cotton,3.49
Nanded,Maharashtra,NAN_017,19.142,77.0979,475.0,10.5,125.0,East,Peak,Moderate,Moderate,Agricultural,Rocky,2.93
Nanded,Maharashtra,NAN_018,18.9298,77.4951,384.6,5.8,100.8,East,Hillside,High,Low,Agricultural,Black Cotton,1.81
Nanded,Maharashtra,NAN_019,19.0479,77.2102,325.4,4.8,32.8,North,Hillside,High,Low,Forest,Alluvial,3.58
Nanded,Maharashtra,NAN_020,18.9226,77.2966,263.7,3.4,76.4,East,Hillside,High,Low,Barren,Red Laterite,1.16
Nanded,Maharashtra,NAN_021,19.2652,77.5576,373.1,2.9,205.0,South,Hillside,High,Low,Forest,Rocky,3.96
Nanded,Maharashtra,NAN_022,19.0169,77.1717,239.6,0.3,125.8,East,Hillside,High,Low,Agricultural,Alluvial,3.78
Nanded,Maharashtra,NAN_023,18.8416,77.1003,334.6,8.0,182.1,South,Hillside,High,Low,Agricultural,Rocky,2.15
Nanded,Maharashtra,NAN_024,18.8629,77.5707,365.2,7.9,153.2,South,Hillside,High,Low,Urban,Black Cotton,1.19
Nanded,Maharashtra,NAN_025,19.1981,77.5726,172.5,4.2,227.5,West,Valley,High,Low,Forest,Sandy,3.35
Nanded,Maharashtra,NAN_026,19.3254,77.6024,407.8,8.0,50.5,East,Hillside,Moderate,Low,Urban,Red Laterite,2.24
Nanded,Maharashtra,NAN_027,19.2303,77.103,415.6,8.2,261.9,West,Hillside,Moderate,Low,Forest,Rocky,3.63
Nanded,Maharashtra,NAN_028,18.9792,77.3631,567.6,7.6,90.5,East,Peak,Moderate,Low,Forest,Red Laterite,3.07
Nanded,Maharashtra,NAN_029,19.0841,77.1768,422.5,3.0,279.7,West,Hillside,Moderate,Low,Forest,Alluvial,1.49
Nanded,Maharashtra,NAN_030,19.3088,77.6056,383.7,4.9,158.6,South,Hillside,High,Low,Agricultural,Rocky,3.09
Nandurbar,Maharashtra,NAN_001,21.2177,74.079,72.2,13.4,87.9,East,Valley,Very High,Moderate,Forest,Black Cotton,3.74
Nandurbar,Maharashtra,NAN_002,21.1465,74.0541,118.4,10.8,24.7,North,Valley,High,Moderate,Forest,Alluvial,4.18
