river,state,district,year,month,water_level_m,discharge_cumecs,warning_level_m,danger_level_m,status,flood_alert
Alaknanda,Uttarakhand,Chamoli,2006,12,1.64,1798.7,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2007,1,1.3,1405.7,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2007,2,1.38,1595.2,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2007,3,1.81,2152.8,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2007,4,2.24,3322.3,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2007,5,3.27,4589.6,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2007,6,6.63,7522.1,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2007,7,8.47,7656.0,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2007,8,7.73,10806.7,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2007,9,6.35,7668.9,5.0,6.5,Above Warning,True
Alaknanda,Uttarakhand,Chamoli,2007,10,4.29,4096.4,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2007,11,2.21,3074.0,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2007,12,1.93,2462.7,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2008,1,1.35,1412.0,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2008,2,1.51,1332.3,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2008,3,1.98,2766.8,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2008,4,2.2,2324.7,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2008,5,3.36,4671.5,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2008,6,6.09,5321.4,5.0,6.5,Above Warning,True
Alaknanda,Uttarakhand,Chamoli,2008,7,8.05,9407.5,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2008,8,8.3,10406.4,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2008,9,6.11,7775.1,5.0,6.5,Above Warning,True
Alaknanda,Uttarakhand,Chamoli,2008,10,4.23,4197.4,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2008,11,2.68,2459.8,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2008,12,1.6,2077.8,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2009,1,1.41,1395.7,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2009,2,1.48,1247.0,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2009,3,1.75,2381.7,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2009,4,2.05,2399.1,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2009,5,3.49,4459.7,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2009,6,5.97,6479.4,5.0,6.5,Above Warning,True
Alaknanda,Uttarakhand,Chamoli,2009,7,10.3,13423.0,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2009,8,8.77,11594.1,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2009,9,5.48,4475.9,5.0,6.5,Above Warning,True
Alaknanda,Uttarakhand,Chamoli,2009,10,4.41,5946.6,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2009,11,2.44,2378.9,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2009,12,1.74,1425.5,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2010,1,1.44,1840.4,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2010,2,1.24,1363.1,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2010,3,1.47,1652.1,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2010,4,2.38,2290.1,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2010,5,3.24,4648.0,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2010,6,5.51,4591.5,5.0,6.5,Above Warning,True
Alaknanda,Uttarakhand,Chamoli,2010,7,7.47,7089.7,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2010,8,9.11,12877.0,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2010,9,5.23,5171.2,5.0,6.5,Above Warning,True
Alaknanda,Uttarakhand,Chamoli,2010,10,4.32,6254.2,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2010,11,2.38,2143.7,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2010,12,1.88,1547.6,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2011,1,1.41,1811.9,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2011,2,1.4,1473.1,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2011,3,1.44,1500.5,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2011,4,2.08,2664.9,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2011,5,3.68,3614.6,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2011,6,4.07,4860.4,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2011,7,9.23,11348.5,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2011,8,7.76,11507.5,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2011,9,4.73,5393.7,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2011,10,4.1,3351.7,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2011,11,2.94,2660.3,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2011,12,1.42,1499.8,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2012,1,1.4,1867.6,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2012,2,1.74,1819.5,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2012,3,1.78,2354.6,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2012,4,1.77,2654.8,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2012,5,2.56,3134.7,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2012,6,5.47,6672.1,5.0,6.5,Above Warning,True
Alaknanda,Uttarakhand,Chamoli,2012,7,8.3,8512.4,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2012,8,8.15,8038.1,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2012,9,5.66,5097.6,5.0,6.5,Above Warning,True
Alaknanda,Uttarakhand,Chamoli,2012,10,4.16,5952.9,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2012,11,2.64,3733.6,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2012,12,1.92,1740.4,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2013,1,1.48,1410.5,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2013,2,1.2,1006.0,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2013,3,1.64,1957.5,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2013,4,1.67,1468.4,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2013,5,3.41,4094.3,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2013,6,6.06,7238.4,5.0,6.5,Above Warning,True
Alaknanda,Uttarakhand,Chamoli,2013,7,14.05,16595.8,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2013,8,12.12,15745.1,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2013,9,4.88,3997.2,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2013,10,4.16,3850.5,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2013,11,2.73,2800.6,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2013,12,2.17,1770.0,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2014,1,1.57,2273.2,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2014,2,1.5,1587.2,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2014,3,1.65,2317.3,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2014,4,1.95,1948.0,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2014,5,3.18,3936.8,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2014,6,6.57,5880.9,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2014,7,9.91,11219.7,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2014,8,7.25,9539.6,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2014,9,5.71,5167.2,5.0,6.5,Above Warning,True
Alaknanda,Uttarakhand,Chamoli,2014,10,4.15,3725.2,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2014,11,3.16,4382.0,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2014,12,2.18,3010.4,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2015,1,1.39,1633.0,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2015,2,1.44,2050.0,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2015,3,1.57,1328.0,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2015,4,1.81,1669.1,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2015,5,3.14,3204.5,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2015,6,6.35,5408.9,5.0,6.5,Above Warning,True
Alaknanda,Uttarakhand,Chamoli,2015,7,9.09,12589.1,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2015,8,8.59,8384.4,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2015,9,4.87,6684.4,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2015,10,3.41,4020.8,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2015,11,2.74,3160.3,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2015,12,1.48,1717.2,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2016,1,1.31,1677.8,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2016,2,1.4,1297.0,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2016,3,1.75,2266.4,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2016,4,2.17,2986.8,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2016,5,3.12,4298.3,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2016,6,6.28,5416.5,5.0,6.5,Above Warning,True
Alaknanda,Uttarakhand,Chamoli,2016,7,8.76,9674.6,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2016,8,7.81,7958.1,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2016,9,4.7,4212.5,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2016,10,4.14,5419.3,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2016,11,2.93,2497.9,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2016,12,1.79,2075.6,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2017,1,1.41,1222.3,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2017,2,1.27,1775.5,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2017,3,1.94,1799.0,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2017,4,2.23,1981.2,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2017,5,3.46,3541.6,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2017,6,6.36,5490.7,5.0,6.5,Above Warning,True
Alaknanda,Uttarakhand,Chamoli,2017,7,9.57,9845.5,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2017,8,7.76,7036.2,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2017,9,4.75,4478.7,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2017,10,3.83,5008.0,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2017,11,2.64,2847.2,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2017,12,1.58,1419.1,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2018,1,1.27,1186.8,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2018,2,1.31,1275.1,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2018,3,1.63,2398.1,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2018,4,2.07,2449.6,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2018,5,2.88,2671.4,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2018,6,6.99,6988.1,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2018,7,10.19,10467.2,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2018,8,8.32,10839.0,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2018,9,6.08,8857.3,5.0,6.5,Above Warning,True
Alaknanda,Uttarakhand,Chamoli,2018,10,4.67,5337.8,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2018,11,2.64,2476.4,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2018,12,1.96,2914.7,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2019,1,1.6,1963.7,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2019,2,1.25,1435.3,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2019,3,1.84,2659.4,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2019,4,2.16,2986.2,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2019,5,3.41,4164.8,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2019,6,7.29,7291.3,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2019,7,11.16,13821.9,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2019,8,7.89,9614.1,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2019,9,6.25,6623.6,5.0,6.5,Above Warning,True
Alaknanda,Uttarakhand,Chamoli,2019,10,3.75,4964.3,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2019,11,2.88,2520.8,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2019,12,1.58,1777.1,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2020,1,1.2,1369.2,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2020,2,1.8,1873.3,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2020,3,1.73,2080.8,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2020,4,1.99,2367.9,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2020,5,3.67,5002.9,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2020,6,6.05,6799.3,5.0,6.5,Above Warning,True
Alaknanda,Uttarakhand,Chamoli,2020,7,8.97,9639.5,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2020,8,6.71,8138.4,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2020,9,5.55,7205.7,5.0,6.5,Above Warning,True
Alaknanda,Uttarakhand,Chamoli,2020,10,4.36,5535.7,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2020,11,2.79,3871.0,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2020,12,1.63,1633.8,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2021,1,1.37,1478.9,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2021,2,1.44,1374.8,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2021,3,1.48,1671.6,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2021,4,2.02,1980.7,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2021,5,3.2,2763.0,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2021,6,5.88,7490.1,5.0,6.5,Above Warning,True
Alaknanda,Uttarakhand,Chamoli,2021,7,11.79,10175.2,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2021,8,14.02,20468.7,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2021,9,6.27,8477.4,5.0,6.5,Above Warning,True
Alaknanda,Uttarakhand,Chamoli,2021,10,4.21,5288.3,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2021,11,3.05,3010.1,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2021,12,1.91,2765.4,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2022,1,1.4,1905.0,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2022,2,1.32,1891.8,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2022,3,1.86,2617.3,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2022,4,2.39,2869.9,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2022,5,3.62,4906.6,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2022,6,4.98,6150.4,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2022,7,10.97,10010.8,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2022,8,13.84,18710.8,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2022,9,5.37,5858.6,5.0,6.5,Above Warning,True
Alaknanda,Uttarakhand,Chamoli,2022,10,4.47,6457.2,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2022,11,2.97,2574.6,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2022,12,1.68,2397.6,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2023,1,0.98,1070.4,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2023,2,1.69,2460.1,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2023,3,1.82,2712.1,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2023,4,2.4,3501.8,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2023,5,3.04,2911.6,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2023,6,7.04,9200.3,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2023,7,9.05,10962.0,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2023,8,6.72,7827.1,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2023,9,5.62,5723.7,5.0,6.5,Above Warning,True
Alaknanda,Uttarakhand,Chamoli,2023,10,3.97,4564.7,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2023,11,3.23,4251.1,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2023,12,1.68,1860.1,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2024,1,1.36,1625.0,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2024,2,1.52,2056.7,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2024,3,1.64,2000.0,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2024,4,1.88,1699.8,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2024,5,2.43,3417.4,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2024,6,6.88,8765.6,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2024,7,8.47,9048.0,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2024,8,8.98,9629.8,5.0,6.5,Above Danger,True
Alaknanda,Uttarakhand,Chamoli,2024,9,5.85,6876.7,5.0,6.5,Above Warning,True
Alaknanda,Uttarakhand,Chamoli,2024,10,4.63,5255.1,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2024,11,2.93,2637.4,5.0,6.5,Normal,False
Alaknanda,Uttarakhand,Chamoli,2024,12,1.72,1992.4,5.0,6.5,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2000,1,1.03,1273.1,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2000,2,0.85,1208.8,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2000,3,1.13,1372.1,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2000,4,1.62,1664.5,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2000,5,1.97,2584.6,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2000,6,5.08,4979.9,3.5,4.8,Above Danger,True
Mandakini,Uttarakhand,Rudraprayag,2000,7,5.98,8418.9,3.5,4.8,Above Danger,True
Mandakini,Uttarakhand,Rudraprayag,2000,8,5.39,5275.8,3.5,4.8,Above Danger,True
Mandakini,Uttarakhand,Rudraprayag,2000,9,3.76,5159.9,3.5,4.8,Above Warning,True
Mandakini,Uttarakhand,Rudraprayag,2000,10,3.7,3652.1,3.5,4.8,Above Warning,True
Mandakini,Uttarakhand,Rudraprayag,2000,11,1.98,2652.9,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2000,12,1.24,1046.9,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2001,1,1.09,1445.9,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2001,2,1.13,1361.2,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2001,3,1.14,1142.3,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2001,4,1.28,1547.5,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2001,5,2.32,3323.6,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2001,6,4.15,4877.3,3.5,4.8,Above Warning,True
Mandakini,Uttarakhand,Rudraprayag,2001,7,5.65,4543.2,3.5,4.8,Above Danger,True
Mandakini,Uttarakhand,Rudraprayag,2001,8,4.62,6376.4,3.5,4.8,Above Warning,True
Mandakini,Uttarakhand,Rudraprayag,2001,9,3.82,4440.0,3.5,4.8,Above Warning,True
Mandakini,Uttarakhand,Rudraprayag,2001,10,2.47,2847.2,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2001,11,1.94,1868.4,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2001,12,1.23,1373.2,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2002,1,1.02,1080.7,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2002,2,0.97,1330.2,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2002,3,0.97,1431.3,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2002,4,1.52,1780.8,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2002,5,2.04,1831.4,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2002,6,5.0,4789.7,3.5,4.8,Above Danger,True
Mandakini,Uttarakhand,Rudraprayag,2002,7,5.93,6702.8,3.5,4.8,Above Danger,True
Mandakini,Uttarakhand,Rudraprayag,2002,8,5.65,5158.0,3.5,4.8,Above Danger,True
Mandakini,Uttarakhand,Rudraprayag,2002,9,4.13,5721.7,3.5,4.8,Above Warning,True
Mandakini,Uttarakhand,Rudraprayag,2002,10,2.33,3088.1,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2002,11,2.3,2106.9,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2002,12,1.3,1356.6,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2003,1,1.09,1375.5,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2003,2,0.98,918.6,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2003,3,1.08,1243.2,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2003,4,1.61,1353.3,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2003,5,2.38,2530.1,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2003,6,4.08,4631.3,3.5,4.8,Above Warning,True
Mandakini,Uttarakhand,Rudraprayag,2003,7,6.08,7235.4,3.5,4.8,Above Danger,True
Mandakini,Uttarakhand,Rudraprayag,2003,8,6.36,8420.6,3.5,4.8,Above Danger,True
Mandakini,Uttarakhand,Rudraprayag,2003,9,3.87,4124.7,3.5,4.8,Above Warning,True
Mandakini,Uttarakhand,Rudraprayag,2003,10,3.21,4476.3,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2003,11,2.05,2303.1,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2003,12,1.39,1941.4,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2004,1,1.07,1284.6,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2004,2,0.92,1147.3,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2004,3,1.51,1420.6,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2004,4,1.48,1635.0,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2004,5,1.95,2297.7,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2004,6,4.0,3207.0,3.5,4.8,Above Warning,True
Mandakini,Uttarakhand,Rudraprayag,2004,7,6.78,8668.3,3.5,4.8,Above Danger,True
Mandakini,Uttarakhand,Rudraprayag,2004,8,6.29,6382.1,3.5,4.8,Above Danger,True
Mandakini,Uttarakhand,Rudraprayag,2004,9,4.57,5200.1,3.5,4.8,Above Warning,True
Mandakini,Uttarakhand,Rudraprayag,2004,10,3.02,3484.1,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2004,11,1.95,2134.8,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2004,12,1.36,1921.4,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2005,1,1.09,919.6,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2005,2,0.95,1404.7,3.5,4.8,Normal,False
Mandakini,Uttarakhand,Rudraprayag,2005,3,1.22,1171.9,3.5,4.8,Normal,False
